320,1024,32,1,1.0
320,1024,32,21,1.0
320,1024,32,41,1.0
320,1024,32,61,1.0
320,1024,32,81,1.0
320,1024,32,101,1.0
320,1024,32,121,1.0
320,1024,32,141,1.0
320,1024,32,161,1.0
320,1024,32,181,1.0
320,1024,32,201,1.0
320,1024,32,221,1.0
320,1024,32,241,1.0
320,1024,32,261,1.0
320,1024,32,281,1.0
320,1024,32,301,1.0
320,32,32,1,1.0
320,32,32,21,1.0
320,32,32,41,1.0
320,32,32,61,1.0
320,32,32,81,1.0
320,32,32,101,1.0
320,32,32,121,1.0
320,32,32,141,1.0
320,32,32,161,1.0
320,32,32,181,1.0
320,32,32,201,1.0
320,32,32,221,1.0
320,32,32,241,1.0
320,32,32,261,1.0
320,32,32,281,1.0
320,32,32,301,1.0
320,1,32,1,1.0
320,1,32,21,1.0
320,1,32,41,1.0
320,1,32,61,1.0
320,1,32,81,1.0
320,1,32,101,1.0
320,1,32,121,1.0
320,1,32,141,1.0
320,1,32,161,1.0
320,1,32,181,1.0
320,1,32,201,1.0
320,1,32,221,1.0
320,1,32,241,1.0
320,1,32,261,1.0
320,1,32,281,1.0
320,1,32,301,1.0
320,1,32,1,1.0
320,1,32,21,1.0
320,1,32,41,1.0
320,1,32,61,1.0
320,1,32,81,1.0
320,1,32,101,1.0
320,1,32,121,1.0
320,1,32,141,1.0
320,1,32,161,1.0
320,1,32,181,1.0
320,1,32,201,1.0
320,1,32,221,1.0
320,1,32,241,1.0
320,1,32,261,1.0
320,1,32,281,1.0
320,1,32,301,1.0
320,1,32,1,0.20666666666666667
320,1,32,21,0.31333333333333335
320,1,32,41,0.3466666666666667
320,1,32,61,0.30666666666666664
320,1,32,81,0.36
320,1,32,101,0.2866666666666667
320,1,32,121,0.37333333333333335
320,1,32,141,0.3466666666666667
320,1,32,161,0.30666666666666664
320,1,32,181,0.34
320,1,32,201,0.37333333333333335
320,1,32,221,0.3466666666666667
320,1,32,241,0.32666666666666666
320,1,32,261,0.3333333333333333
320,1,32,281,0.29333333333333333
320,1,32,301,0.32666666666666666
320,1024,32,1,0.5133333333333333
320,1024,32,21,0.58
320,1024,32,41,0.5733333333333334
320,1024,32,61,0.5666666666666667
320,1024,32,81,0.5733333333333334
320,1024,32,101,0.56
320,1024,32,121,0.5666666666666667
320,1024,32,141,0.5533333333333333
320,1024,32,161,0.5666666666666667
320,1024,32,181,0.56
320,1024,32,201,0.5733333333333334
320,1024,32,221,0.5733333333333334
320,1024,32,241,0.56
320,1024,32,261,0.56
320,1024,32,281,0.56
320,1024,32,301,0.56
320,1024,32,1,0.5133333333333333
320,1024,32,21,0.58
320,1024,32,41,0.5733333333333334
320,1024,32,61,0.5666666666666667
320,1024,32,81,0.5733333333333334
320,1024,32,101,0.56
320,1024,32,121,0.5666666666666667
320,1024,32,141,0.5533333333333333
320,1024,32,161,0.5666666666666667
320,1024,32,181,0.56
320,1024,32,201,0.5733333333333334
320,1024,32,221,0.5733333333333334
320,1024,32,241,0.56
320,1024,32,261,0.56
320,1024,32,281,0.56
320,1024,32,301,0.56
320,1024,32,1,0.5133333333333333
320,1024,32,21,0.58
320,1024,32,41,0.5733333333333334
320,1024,32,61,0.5666666666666667
320,1024,32,81,0.5733333333333334
320,1024,32,101,0.56
320,1024,32,121,0.5666666666666667
320,1024,32,141,0.5533333333333333
320,1024,32,161,0.5666666666666667
320,1024,32,181,0.56
320,1024,32,201,0.5733333333333334
320,1024,32,221,0.5733333333333334
320,1024,32,241,0.56
320,1024,32,261,0.56
320,1024,32,281,0.56
320,1024,32,301,0.56
